Id,course_title,is_paid,price,num_subscribers,level,content_duration,rating,language,category,anio_publicacion,ingreso_por_curso,plataforma,add_certificate,price_Certificate
1194,Play Violin and Fiddle for beginners - it's fun  - Course 1,Si,20,560.0,Beginner,1.0,4.5,English,Music,2016.0,11200.0,Udemy,,
1195,Piano With Willie Building Technique with Scales Vol. 1,Si,40,111.0,All,1.5,4.8,English,Music,2016.0,4440.0,Udemy,,
1196,Introduction to Gypsy Jazz Guitar,Si,95,452.0,All,2.5,4.6,English,Music,2017.0,42940.0,Udemy,,
1197,"Learn How to Play Blues, Rock, & Boogie Woogie Piano Today",Si,45,2346.0,All,0.65,5.0,English,Music,2014.0,105570.0,Udemy,,
1198,The Piano Chord Ladder | Learn to Play Thousands of Songs,Si,100,103.0,All,1.0,4.2,English,Music,2017.0,10300.0,Udemy,,
1199,Play Piano 5: Improvise on Misty Eb Key Runs & 2-5 Chords,Si,50,833.0,Expert,1.5,4.3,English,Music,2016.0,41650.0,Udemy,,
1200,Playing Piano: Scales and Arpeggios Vol.I : Major keys,Si,50,2358.0,Beginner,1.0,4.8,English,Music,2016.0,117900.0,Udemy,,
1201,Fingerstyle Guitar Mastery: 3 Techniques You Need To Know,No,0,3042.0,All,0.5666666666666667,4.0,English,Music,2016.0,0.0,Udemy,,
1202,Play Piano 3: Improvise Chords to Enchanted Evening by Ear,Si,50,809.0,All,1.5,4.8,English,Music,2016.0,40450.0,Udemy,,
1203,Piano From Zero To Pro - Beginner Essentials To The Piano,Si,70,811.0,Beginner,3.5,4.7,English,Music,2016.0,56770.0,Udemy,,
1204,"Piano: Learn 48 chords in 1 hour,  and always remember how",Si,120,1424.0,Beginner,1.5,4.6,English,Music,2014.0,170880.0,Udemy,,
1205,Walking Bass - Quick Start Guide,Si,50,193.0,All,1.0,4.4,English,Music,2015.0,9650.0,Udemy,,
1206,Blues Bass - Quick Start Guide,Si,50,59.0,All,1.5,4.6,English,Music,2016.0,2950.0,Udemy,,
1207,How to speak Pianish (beginner level),Si,30,545.0,Beginner,1.0,4.4,English,Music,2014.0,16350.0,Udemy,,
1208,Gospel Piano Essentials,Si,30,668.0,Intermediate,11.5,4.4,English,Music,2013.0,20040.0,Udemy,,
1209,Guitar Crash Course (No Experience Necessary),No,0,5769.0,Beginner,1.0,3.4,English,Music,2015.0,0.0,Udemy,,
1210,Beginner Guitar Lessons - Your Complete Foundation Course,Si,60,293.0,Beginner,18.5,3.8,English,Music,2016.0,17580.0,Udemy,,
1211,Piano Building Blocks: Learn the 24 Most Common Chords,Si,50,492.0,Beginner,1.5,3.6,English,Music,2016.0,24600.0,Udemy,,
1212,Playing Piano By Ear: Complete Guide for Aspiring Musicians,Si,150,346.0,All,4.5,4.6,English,Music,2015.0,51900.0,Udemy,,
1213,"Discover the fun of Spoon playing, a beginners course",Si,65,353.0,All,1.0,4.4,English,Music,2015.0,22945.0,Udemy,,
1214,Discover Classical Guitar Level 1,Si,25,1513.0,Beginner,1.5,4.6,English,Music,2015.0,37825.0,Udemy,,
1215,PI-101 Top 10 Classical Piano Pieces for Beginners,No,0,6292.0,Beginner,1.0,4.8,English,Music,2016.0,0.0,Udemy,,
1216,Rockabilly Guitar For Beginners,Si,40,475.0,Beginner,2.0,4.4,English,Music,2016.0,19000.0,Udemy,,
1217,Beginner Piano,Si,20,776.0,Beginner,4.0,4.7,English,Music,2015.0,15520.0,Udemy,,
1218,Play Piano 6 -Improvise on The Way We Were with Power Chords,Si,50,701.0,All,1.5,4.6,English,Music,2016.0,35050.0,Udemy,,
1219,101 Blues riffs - learn how the harmonica superstars do it,Si,200,1350.0,Intermediate,6.5,4.2,English,Music,2015.0,270000.0,Udemy,,
1220,Learn To Play The Drums,Si,25,1141.0,All,8.5,4.6,English,Music,2015.0,28525.0,Udemy,,
1221,Guitar: Master The Guitar Fretboard In 6 Easy Steps,Si,55,1203.0,Beginner,1.0,4.4,English,Music,2015.0,66165.0,Udemy,,
1222,ブルースギター入門,No,0,462.0,All,3.5,3.8,Japanese,Music,2014.0,0.0,Udemy,,
1223,Pianoforall - Incredible New Way To Learn Piano & Keyboard,Si,200,75499.0,All,30.0,4.8,English,Music,2014.0,15099800.0,Udemy,,
1224,The Professional Guitar Masterclass,Si,200,21701.0,All,9.5,4.5,English,Music,2015.0,4340200.0,Udemy,,
1225,Complete Guitar System - Beginner to Advanced,Si,145,32935.0,All,34.0,4.6,English,Music,2013.0,4775575.0,Udemy,,
1226,"LEARN HARMONICA, amaze your friends and have fun - it's easy",Si,200,8857.0,All,15.5,4.7,English,Music,2014.0,1771400.0,Udemy,,
1227,The Complete Piano & Music Theory Beginners Course,Si,50,10435.0,All,1.5,4.5,English,Music,2016.0,521750.0,Udemy,,
1228,Ultimate Beginner Guitar Masterclass,Si,200,8113.0,Beginner,11.5,4.8,English,Music,2017.0,1622600.0,Udemy,,
1229,"Learn guitar the Right way! Complete 'KickStarter course""",Si,150,2102.0,Beginner,9.0,4.5,English,Music,2017.0,315300.0,Udemy,,
1230,CAGED Pentatonic System for Guitar - Level 1,Si,45,1329.0,All,1.5,4.4,English,Music,2016.0,59805.0,Udemy,,
1231,CAGED Pentatonic System for Guitar - Level 2,Si,45,1220.0,All,1.5,4.6,English,Music,2016.0,54900.0,Udemy,,
1232,Learn to Play Piano From a Concert Pianist - For Beginners,Si,200,3206.0,Beginner,1.0,4.4,English,Music,2015.0,641200.0,Udemy,,
1233,#12 Hand Coordination: Let your Hands dance with Ballad 9,Si,75,482.0,Intermediate,1.5,4.8,English,Music,2017.0,36150.0,Udemy,,
1234,Learn How to Improvise on Guitar in 30 Days,Si,200,1788.0,Beginner,6.0,4.0,English,Music,2016.0,357600.0,Udemy,,
1235,Play Piano 8 - Play Over the Rainbow by Ear & Free Improvise,Si,50,1249.0,All,1.5,4.9,English,Music,2016.0,62450.0,Udemy,,
1236,Piano For Singer/Songwriters 2: Pop/Rock Rhythm Immersion,Si,100,567.0,All,1.5,4.4,English,Music,2016.0,56700.0,Udemy,,
1237,"Play Piano 2:  Play 'Love Me Tender By Ear with 2-5 Chords""",Si,50,1204.0,All,1.5,4.8,English,Music,2016.0,60200.0,Udemy,,
1238,Learn Piano #10 Tritone Chord Substitution with Jazzy Sounds,Si,60,1227.0,All,0.6333333333333333,4.7,English,Music,2016.0,73620.0,Udemy,,
1239,Getting Started with Playing Guitar,No,0,47652.0,Beginner,4.0,4.7,English,Music,2013.0,0.0,Udemy,,
1240,Piano Playing: Reading and Playing Classical Tunes Vol.II,Si,40,1638.0,Beginner,1.5,3.8,English,Music,2016.0,65520.0,Udemy,,
1241,Harmonica Jamz: The Only Course on Jammin' with Friends,Si,60,568.0,Beginner,5.0,4.1,English,Music,2017.0,34080.0,Udemy,,
1242,Guitar - Blues Guitar for Beginners,Si,45,2795.0,Beginner,1.0,5.0,English,Music,2015.0,125775.0,Udemy,,
1243,Electric Guitar for Beginners - RockStarter Level 1,Si,40,491.0,Beginner,2.5,4.6,English,Music,2017.0,19640.0,Udemy,,
1244,Piano Runs & Fills #2: Play Rolling Cascading Runs for Intro,Si,70,2164.0,All,1.0,3.8,English,Music,2015.0,151480.0,Udemy,,
1245,Piano - Circle of 5ths to Play A Song in 12 Keys in 12 Days,Si,95,2415.0,All,2.5,3.4,English,Music,2015.0,229425.0,Udemy,,
1246,Essential Theory and Technique for Guitar,No,0,2285.0,Beginner,2.0,4.6,English,Music,2017.0,0.0,Udemy,,
1247,Piano for Complete Beginners: Learn your first song today!,Si,40,1268.0,Beginner,1.0,4.4,English,Music,2015.0,50720.0,Udemy,,
1248,Master Class Piano Techniques: Tips To EZ Coordinate 2 Hands,Si,95,2026.0,Intermediate,2.5,4.4,English,Music,2017.0,192470.0,Udemy,,
1249,Master Class # 11:  Play Piano Techniques Learn Piano 1 to10,Si,95,2164.0,All,2.0,4.6,English,Music,2016.0,205580.0,Udemy,,
1250,Learn to play the piano or keyboard from scratch,Si,145,1987.0,Beginner,14.0,4.8,English,Music,2017.0,288115.0,Udemy,,
1251,Learn 4 Chords and Play Thousands of Songs!,Si,20,4560.0,Beginner,1.5,4.4,English,Music,2015.0,91200.0,Udemy,,
1252,#10 Hand Coordination - Transfer Chord Ballad 9 - C & Bb Key,Si,75,1593.0,Intermediate,1.0,5.0,English,Music,2017.0,119475.0,Udemy,,
1253,Acoustic Fingerstyle Guitar Course: Beginner to Advanced,Si,200,6565.0,All,4.0,2.8,English,Music,2015.0,1313000.0,Udemy,,
1254,Play Piano 1 Master Class Intro:  Standards 2-5 Power Chords,Si,50,1541.0,All,1.0,4.8,English,Music,2016.0,77050.0,Udemy,,
1255,Learn Guitar: Zero to Guitar Fingerpicking in 30 days,Si,50,1495.0,Beginner,2.5,4.5,English,Music,2016.0,74750.0,Udemy,,
1256,Piano Technique Exercises Vol.1,Si,50,1674.0,All,1.0,4.8,English,Music,2017.0,83700.0,Udemy,,
1257,Instant Harmonica - Learning the Basic 12 Bar Blues Bassline,Si,40,54.0,All,1.0,4.6,English,Music,2017.0,2160.0,Udemy,,
1258,Modern Country Guitar: Technique Booster,Si,30,1152.0,Intermediate,2.5,4.8,English,Music,2017.0,34560.0,Udemy,,
1259,"Blues Guitar Lessons for Beginners: Chords, Rhythm and Lead",Si,95,2558.0,Beginner,3.0,4.4,English,Music,2016.0,243010.0,Udemy,,
1260,#4 Piano Hand Coordination: Fun Piano Runs in 2 Beats C Key,Si,75,850.0,Intermediate,1.0,3.8,English,Music,2017.0,63750.0,Udemy,,
1261,3 step formula for playing guitar by ear,Si,25,3937.0,Beginner,1.5,4.2,English,Music,2015.0,98425.0,Udemy,,
1263,Play Piano by Ear Today! SuperCourse,Si,60,4557.0,All,5.5,4.7,English,Music,2016.0,273420.0,Udemy,,
1264,The Complete Piano Course - Master The Piano,Si,95,4982.0,All,23.0,4.4,English,Music,2015.0,473290.0,Udemy,,
1265,Learn to play your favorite guitar songs by ear,Si,50,4733.0,All,1.5,4.5,English,Music,2017.0,236650.0,Udemy,,
1266,Piano for Singer/Songwriters | Write Songs and Perform Live!,Si,100,3371.0,Beginner,3.0,4.7,English,Music,2015.0,337100.0,Udemy,,
1267,Fun Beginner Ukulele Course,Si,55,1409.0,Beginner,1.5,4.6,English,Music,2016.0,77495.0,Udemy,,
1268,Learn Guitar in 21 Days,Si,20,26504.0,Beginner,2.5,4.6,English,Music,2012.0,530080.0,Udemy,,
1269,The Professional Bass Masterclass,Si,200,1449.0,All,7.0,4.7,English,Music,2016.0,289800.0,Udemy,,
1270,#6 Piano Hand Coordination: Play Open 10 Ballad to 9/4 Song,Si,65,2015.0,Intermediate,0.7333333333333333,4.8,English,Music,2017.0,130975.0,Udemy,,
1271,#7 Piano Hand Coordination: Play Piano Runs in 3 Beats 9/4,Si,65,2015.0,Intermediate,1.0,5.0,English,Music,2017.0,130975.0,Udemy,,
1272,Piano Lessons for the R&B Fan,Si,20,228.0,All,8.0,4.2,English,Music,2014.0,4560.0,Udemy,,
1273,Guitar Lessons - Blind Blake - King Of Ragtime Blues Guitar,Si,20,65.0,Expert,4.0,4.8,English,Music,2013.0,1300.0,Udemy,,
1274,Darbuka Drumming: Learn how to play the Darbuka Dounbek,No,0,1094.0,Beginner,1.0,4.0,English,Music,2016.0,0.0,Udemy,,
1275,Awesome Lead Guitar 1,Si,25,60.0,Beginner,4.5,4.7,English,Music,2015.0,1500.0,Udemy,,
1276,How To Build A Professional Djembe: Create Music Beauty &Biz,Si,40,122.0,All,1.5,4.3,English,Music,2015.0,4880.0,Udemy,,
1277,Didgeridoo - from zero to HERO! Part Two. Intermediate.,Si,35,55.0,Intermediate,2.0,4.8,English,Music,2016.0,1925.0,Udemy,,
1278,A Guide to Analog Synths: For the modern EDM enthusiast.,Si,20,29.0,All,3.5,3.8,English,Music,2016.0,580.0,Udemy,,
1279,Accelerate Your Guitar Learning With Metal Techniques,Si,20,1305.0,All,6.5,4.3,English,Music,2015.0,26100.0,Udemy,,
1280,Beginner Step by Step Keharwa Theka Tabla Course,Si,20,916.0,Beginner,0.6666666666666666,4.2,English,Music,2016.0,18320.0,Udemy,,
1281,Just chords Piano: Learn to Play Piano Quickly - No Music,Si,85,2357.0,Beginner,5.0,4.6,English,Music,2013.0,200345.0,Udemy,,
1282,Play Ukulele Now,Si,30,1951.0,All,5.0,4.8,English,Music,2012.0,58530.0,Udemy,,
1283,Acoustic Blues Guitar Lessons,Si,125,1284.0,Intermediate,12.5,4.4,English,Music,2013.0,160500.0,Udemy,,
1284,Piano Runs & Fills #1: Play Dreamy Whole Tone Scale Runs,Si,70,769.0,All,1.0,4.6,English,Music,2015.0,53830.0,Udemy,,
1285,Play Piano Today - Easy Festive Favorites & Piano Party Hits,Si,75,3122.0,All,4.0,4.3,English,Music,2013.0,234150.0,Udemy,,
1286,The 80/20 Beginner Guitar Course,Si,50,1269.0,Beginner,3.0,4.6,English,Music,2016.0,63450.0,Udemy,,
1287,Drums for Beginners,No,0,1618.0,Beginner,3.0,4.4,English,Music,2017.0,0.0,Udemy,,
1288,Digital Pianist Course-Learn Piano & Keyboard Fast & Easy,Si,150,89.0,Beginner,3.0,4.0,English,Music,2016.0,13350.0,Udemy,,
1289,Introduction to Ukulele 1,Si,20,630.0,Beginner,1.0,3.0,English,Music,2015.0,12600.0,Udemy,,
1290,Learn Flute FAST!,Si,45,249.0,Beginner,4.0,4.6,English,Music,2015.0,11205.0,Udemy,,
1291,Guitar Lessons - Soloing With Arpeggios - Essential Guide ,Si,45,198.0,Intermediate,5.0,3.7,English,Music,2016.0,8910.0,Udemy,,
1292,Piano With Willie: Blues n' Boogie Vol. 3,Si,40,84.0,Intermediate,2.5,5.0,English,Music,2016.0,3360.0,Udemy,,
1293,Piano Lessons For Beginners: Learn Piano Quickly And Easily,Si,75,186.0,Beginner,3.0,4.6,English,Music,2016.0,13950.0,Udemy,,
1294,The Easy Beginner Drum Course,Si,25,21.0,Beginner,0.5,4.2,English,Music,2017.0,525.0,Udemy,,
1295,The 80/20 Guitar: Write Music and Play Guitar in 30 Days,No,0,2610.0,All,3.5,4.2,English,Music,2016.0,0.0,Udemy,,
1296,Piano Tutorial : Ludovico Einaudi - Una Mattina,No,0,1631.0,All,0.7333333333333333,4.8,English,Music,2015.0,0.0,Udemy,,
1297,Guitar Solo - Theory and Improvisation Lessons,Si,60,12.0,Intermediate,1.5,4.1,English,Music,2017.0,720.0,Udemy,,
1298,Bluegrass Guitar Essentials: Webisodes 3 & 4,Si,30,12.0,Intermediate,2.0,4.4,English,Music,2016.0,360.0,Udemy,,
1299,Blues Master - Advanced Techniques Piano Course,Si,75,7.0,All,1.0,4.2,English,Music,2016.0,525.0,Udemy,,
1300,Bluegrass Guitar Essentials: Webisodes 5 & 6,Si,30,11.0,Intermediate,3.0,4.3,English,Music,2016.0,330.0,Udemy,,
1301,Trombone Lessons For Beginners,Si,95,11.0,Beginner,3.0,4.8,English,Music,2016.0,1045.0,Udemy,,
1302,Rhythm to Rock Drum Lesson 6,Si,20,12.0,Beginner,1.5,5.0,English,Music,2014.0,240.0,Udemy,,
1303,Learn How To Play 25 Classic Hip Hop Songs Ch.2,Si,25,7.0,All,3.5,4.8,English,Music,2017.0,175.0,Udemy,,
1304,Fingerpicking for Guitar,Si,20,35.0,All,3.0,4.1,English,Music,2016.0,700.0,Udemy,,
1305,"Music Theory, Guitar and Ear Training",Si,60,30.0,Beginner,3.0,4.4,English,Music,2015.0,1800.0,Udemy,,
1306,"Piano Unbound. Piano learning method, a course for beginners",Si,195,32.0,All,2.5,4.6,English,Music,2017.0,6240.0,Udemy,,
1307,Piano With Willie: Tritones & Phat Chords,Si,40,37.0,Intermediate,2.0,4.6,English,Music,2016.0,1480.0,Udemy,,
1308,Piano for Kids: Developing Your Child's Creative Abilities,Si,65,42.0,Beginner,4.0,4.8,English,Music,2015.0,2730.0,Udemy,,
1309,Piano Lessons For The Hip Hop Fan,Si,20,276.0,Intermediate,5.5,3.3,English,Music,2014.0,5520.0,Udemy,,
1310,Bluegrass Guitar Essentials: Webisodes 9 & 10,Si,30,10.0,Intermediate,2.0,5.0,English,Music,2016.0,300.0,Udemy,,
1311,Clarinet Lessons For Beginners,Si,95,11.0,Beginner,3.0,4.4,English,Music,2016.0,1045.0,Udemy,,
1312,Bluegrass Guitar Essentials: Webisodes 7 & 8,Si,30,9.0,Intermediate,2.0,4.8,English,Music,2016.0,270.0,Udemy,,
1313,Piano Lessons For Beginners,Si,95,8.0,Beginner,4.0,4.0,English,Music,2016.0,760.0,Udemy,,
1314,Learn How To Play The Trumpet,Si,75,2.0,All,1.5,4.4,English,Music,2017.0,150.0,Udemy,,
1315,Violin for Beginners,Si,50,4.0,Beginner,0.7333333333333333,4.5,English,Music,2017.0,200.0,Udemy,,
1316,Aprendiendo Piano: Tocando piezas populares Vol.I,Si,100,122.0,Beginner,3.5,4.5,Spanish,Music,2015.0,12200.0,Udemy,,
1317,Escalas Pentatónicas para guitarristas,Si,25,11.0,All,0.6,4.6,Spanish,Music,2017.0,275.0,Udemy,,
1318,Brass Master Class,Si,20,36.0,All,2.0,4.8,German,Music,2015.0,720.0,Udemy,,
1319,Enseñando música: mejora tus clases de instrumento ,Si,30,111.0,Beginner,1.5,4.8,Spanish,Music,2015.0,3330.0,Udemy,,
1320,Ukelele exprés: aprende a tocar en menos de un mes,No,0,888.0,Beginner,1.5,4.6,Spanish,Music,2016.0,0.0,Udemy,,
1321,Curso de Guitarra para Principiantes,Si,20,53.0,Beginner,3.0,4.4,Spanish,Music,2016.0,1060.0,Udemy,,
1322,Mundharmonika spielen - mein schönstes Hobby,Si,20,65.0,Beginner,2.5,4.3,German,Music,2015.0,1300.0,Udemy,,
1323,Aprende el acordeón de oído y con técnica –Nivel Intermedio–,Si,25,38.0,Intermediate,4.5,4.4,Spanish,Music,2016.0,950.0,Udemy,,
1324,Présentation du Banjo Ténor,Si,20,18.0,Beginner,1.5,4.0,French,Music,2015.0,360.0,Udemy,,
1325,Mantenimiento y octavación para guitarras eléctricas,Si,35,12.0,All,1.0,4.0,Spanish,Music,2016.0,420.0,Udemy,,
1326,Guitarra para principiantes,Si,20,7.0,Beginner,2.0,4.5,Spanish,Music,2015.0,140.0,Udemy,,
1327,Aprende a tocar las escalas en el acordeón de botones.,Si,20,2.0,Beginner,1.0,4.3,Spanish,Music,2017.0,40.0,Udemy,,
1328,Curso de Violão Prático,Si,70,5.0,Beginner,1.5,4.6,Portuguese,Music,2017.0,350.0,Udemy,,
1329,"Easy Piano Basics™ - Learn Piano, No Prior Experience Needed",Si,20,377.0,All,1.5,4.4,English,Music,2014.0,7540.0,Udemy,,
1330,Guitar Technique Mastery: The Ultimate Chop Building Workout,Si,20,273.0,All,1.5,4.6,English,Music,2014.0,5460.0,Udemy,,
1331,Inside Drum Technique,Si,50,406.0,All,2.0,4.4,English,Music,2013.0,20300.0,Udemy,,
1332,"Learn to Play Tarrega, Bach, and Sor on Classical Guitar",Si,195,556.0,Intermediate,4.0,4.8,English,Music,2014.0,108420.0,Udemy,,
1333,Create Beautiful Music On The Piano Like a Pro In Minutes,Si,95,115.0,All,1.5,4.6,English,Music,2015.0,10925.0,Udemy,,
1334,Arpeggios for Guitar made Easy! Dominate the Fretboard,Si,65,26.0,All,3.0,4.5,English,Music,2017.0,1690.0,Udemy,,
1335,Guitar Lessons - The Modal System - Modes Essentials,Si,45,116.0,All,2.0,4.0,English,Music,2016.0,5220.0,Udemy,,
1336,Learn to Play Percussion: Beginner to Pro made the Easy Way!,Si,50,425.0,All,6.0,5.0,English,Music,2015.0,21250.0,Udemy,,
1337,Modern Piano Lessons For Beginners,Si,20,736.0,Beginner,5.0,4.0,English,Music,2014.0,14720.0,Udemy,,
1338,World Percussion: Complete Lessons for Everyone,Si,40,68.0,All,4.0,4.6,English,Music,2016.0,2720.0,Udemy,,
1339,Acoustic Blues Guitar Lessons,Si,75,189.0,Intermediate,4.5,3.8,English,Music,2016.0,14175.0,Udemy,,
1340,Play Guitar and Understand Music Quick & Easy in 28 Days!,Si,20,738.0,All,9.5,4.6,English,Music,2012.0,14760.0,Udemy,,
1341,Learn How to Play the Violin - Violin Basics,Si,20,365.0,Beginner,0.5333333333333333,4.8,English,Music,2014.0,7300.0,Udemy,,
1342,Swing Low - The 101 Authentic Nashville Piano Style Course,Si,20,146.0,All,1.0,4.8,English,Music,2014.0,2920.0,Udemy,,
1343,Get Piano Skills TODAY!!! ,Si,100,92.0,All,3.5,4.4,English,Music,2014.0,9200.0,Udemy,,
1344,Learn the Violin - Scales and Fundamentals,Si,80,291.0,Beginner,3.0,4.4,English,Music,2015.0,23280.0,Udemy,,
1345,Piano With Willie Building Technique with Scales Vol. 2,Si,40,61.0,All,1.5,4.8,English,Music,2016.0,2440.0,Udemy,,
1346,Master Flute Playing: Intermediate Instruction Made Simple!,Si,50,288.0,Intermediate,6.0,4.6,English,Music,2014.0,14400.0,Udemy,,
1347,"Super Beginner Guitar - start right, start awesome",Si,30,594.0,Beginner,2.0,4.6,English,Music,2014.0,17820.0,Udemy,,
1349,Rhythm to Rock Drum Lesson 5,Si,20,13.0,Beginner,1.0,5.0,English,Music,2014.0,260.0,Udemy,,
1350,Gibson's Learn & Master Guitar,Si,50,103.0,All,38.0,4.6,English,Music,2014.0,5150.0,Udemy,,
1351,Walking Bass Fundamentals,Si,50,44.0,All,2.0,4.2,English,Music,2017.0,2200.0,Udemy,,
1352,Circular Breathing for musicians - practical skills,Si,25,261.0,All,1.5,4.4,English,Music,2014.0,6525.0,Udemy,,
1353,Electric Bass for Busy Beginners Course 1,Si,50,114.0,All,1.5,4.1,English,Music,2015.0,5700.0,Udemy,,
1354,Tenor Banjo for Absolute Beginners,No,0,3167.0,Beginner,0.6166666666666667,4.4,English,Music,2014.0,0.0,Udemy,,
1355,Guitar Lessons - 50 Essential Fast Legato Licks,Si,35,105.0,Intermediate,3.0,4.4,English,Music,2016.0,3675.0,Udemy,,
1356,Aprenda a tocar Pandeiro - Curso Iniciante - Samba/Choro,Si,90,85.0,Beginner,2.0,4.8,Portuguese,Music,2016.0,7650.0,Udemy,,
1357,Aprende batería con el nuevo método IDT,Si,20,335.0,All,2.0,3.8,Spanish,Music,2012.0,6700.0,Udemy,,
1358,5 lecciones que todo guitarrista debe tomar,No,0,4452.0,Beginner,1.0,4.4,Spanish,Music,2014.0,0.0,Udemy,,
1359,Los 7 Acordes para Tocarlo Todo en un fin de semana,Si,20,332.0,Beginner,2.0,4.2,Spanish,Music,2013.0,6640.0,Udemy,,
1360,Curso de Violão Popular,Si,25,287.0,Beginner,6.0,4.6,Portuguese,Music,2016.0,7175.0,Udemy,,
1361,Aprendiendo Piano: Ejercicios de calentamiento,No,0,1876.0,Beginner,0.55,3.6,Spanish,Music,2016.0,0.0,Udemy,,
1362,Aprendiendo piano: Lectura de piezas clásicas Vol.II,Si,40,113.0,Beginner,1.5,4.8,Spanish,Music,2016.0,4520.0,Udemy,,
1364,Guitarra Desde Cero - PARTE 1,Si,35,480.0,Beginner,7.0,4.5,Spanish,Music,2014.0,16800.0,Udemy,,
1365,Super-Curso de Guitarra Práctico Para Principiantes,Si,85,228.0,Beginner,10.5,4.4,Spanish,Music,2014.0,19380.0,Udemy,,
1366,Explosão Pentatônica,Si,55,42.0,All,1.5,4.8,Portuguese,Music,2016.0,2310.0,Udemy,,
1367,Complete Beginners Introduction to Guitar,Si,40,10.0,Beginner,1.5,4.8,English,Music,2017.0,400.0,Udemy,,
1368,Piano Lessons for Beginners: Play the Piano AND Read Music!,Si,70,61.0,Beginner,4.0,4.8,English,Music,2016.0,4270.0,Udemy,,
1369,The Fun and Effective Piano Course,Si,30,24.0,All,3.5,4.8,English,Music,2017.0,720.0,Udemy,,
1370,Alternate Picking Speed & Accuracy,Si,20,19.0,All,3.5,4.2,English,Music,2016.0,380.0,Udemy,,
1371,Aprendiendo Piano: Tocando piezas populares Vol.II,Si,100,72.0,Beginner,1.5,4.0,Spanish,Music,2016.0,7200.0,Udemy,,
1372,こどもギターレッスン　リトルギタリストⅠ,Si,20,69.0,Beginner,3.0,5.0,Japanese,Music,2015.0,1380.0,Udemy,,
1373,Coach Guitar - Apprendre la GUITARE facile avec des COULEURS,Si,50,25.0,All,3.5,3.8,French,Music,2016.0,1250.0,Udemy,,
1374,Sistema Completo De Guitarra Rítmica Para Principiantes,Si,55,21.0,Beginner,6.0,4.0,Spanish,Music,2016.0,1155.0,Udemy,,
