Id,course_title,is_paid,price,num_subscribers,level,content_duration,rating,language,category,anio_publicacion,ingreso_por_curso,plataforma,add_certificate,price_Certificate
2027,Build WordPress Plugin to extend Beaver Builder,Si,50,1705.0,Intermediate,2.0,4.4,English,Development,2016.0,85250.0,Udemy,,
2028,Coding Made Easy: A Beginners Guide To JavaScript,Si,40,1950.0,Beginner,1.0,3.4,English,Development,2016.0,78000.0,Udemy,,
2029,The Complete Developers Guide to MongoDB,Si,150,10945.0,All,13.5,4.4,English,Development,2016.0,1641750.0,Udemy,,
2030,Electron for Desktop Apps: The Complete Developer's Guide,Si,50,2606.0,Beginner,8.0,4.4,English,Development,2017.0,130300.0,Udemy,,
2031,Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),Si,190,17671.0,All,18.0,4.7,English,Development,2016.0,3357490.0,Udemy,,
2032,"React JS, Angular & Vue JS - Quickstart & Comparison",Si,160,2273.0,Beginner,8.0,4.6,English,Development,2017.0,363680.0,Udemy,,
2033,The Complete JavaScript Course: Build a Real-World Project,Si,195,27801.0,All,17.5,4.7,English,Development,2016.0,5421195.0,Udemy,,
2034,Angular (Angular 2 or 4) & NodeJS - The MEAN Stack Guide,Si,150,17297.0,All,8.5,4.6,English,Development,2016.0,2594550.0,Udemy,,
2035,Angular 2 with TypeScript for Beginners: The Pragmatic Guide,Si,150,40070.0,All,9.5,4.6,English,Development,2016.0,6010500.0,Udemy,,
2036,Meteor and React for Realtime Apps,Si,140,6527.0,All,9.0,4.3,English,Development,2016.0,913780.0,Udemy,,
2037,The Web Developer Bootcamp,Si,200,121584.0,All,43.0,4.7,English,Development,2015.0,24316800.0,Udemy,,
2038,AngularJS JumpStart with Dan Wahlin,Si,75,17802.0,All,10.0,4.6,English,Development,2014.0,1335150.0,Udemy,,
2039,The Complete Web Developer Course 2.0,Si,200,114512.0,All,30.5,4.6,English,Development,2016.0,22902400.0,Udemy,,
2040,Ultimate Web Designer & Developer Course: Build 23 Projects!,Si,200,33788.0,All,32.5,4.6,English,Development,2015.0,6757600.0,Udemy,,
2041,ExpressJS Fundamentals,No,0,21245.0,Beginner,1.0,4.4,English,Development,2016.0,0.0,Udemy,,
2042,REST WCF Service in ASP.NET,No,0,7905.0,All,0.6833333333333333,3.6,English,Development,2016.0,0.0,Udemy,,
2043,Projects in Node.js - Learn by Example,Si,195,869.0,All,5.0,4.0,English,Development,2016.0,169455.0,Udemy,,
2044,Learn Object Oriented PHP By Building a Complete Website,No,0,36322.0,All,4.5,4.1,English,Development,2016.0,0.0,Udemy,,
2045,One-stop Ruby on Rails: Build Web Applications from Scratch,Si,145,1628.0,All,18.5,4.4,English,Development,2015.0,236060.0,Udemy,,
2046,Learn what's new in PHP 7,No,0,12336.0,Intermediate,3.5,4.8,English,Development,2016.0,0.0,Udemy,,
2047,"Basic Concepts of Web Development, HTTP and Java Servlets",Si,35,2797.0,Beginner,1.0,4.0,English,Development,2014.0,97895.0,Udemy,,
2048,The Most Comprehensive Web Development Course,Si,200,333.0,All,42.0,4.4,English,Development,2017.0,66600.0,Udemy,,
2049,Learn and Understand AngularJS,Si,175,59361.0,All,7.0,4.5,English,Development,2014.0,10388175.0,Udemy,,
2050,JavaScript: Understanding the Weird Parts,Si,175,79612.0,All,11.5,4.7,English,Development,2015.0,13932100.0,Udemy,,
2051,Webpack 2: The Complete Developer's Guide,Si,75,8964.0,All,5.5,4.6,English,Development,2017.0,672300.0,Udemy,,
2052,Build Responsive Real World Websites with HTML5 and CSS3,Si,195,43977.0,All,12.0,4.7,English,Development,2015.0,8575515.0,Udemy,,
2053,ES6 Javascript: The Complete Developer's Guide,Si,80,13010.0,Beginner,6.5,4.6,English,Development,2016.0,1040800.0,Udemy,,
2054,Learn and Understand NodeJS,Si,195,58208.0,All,13.0,4.6,English,Development,2015.0,11350560.0,Udemy,,
2055,Understanding TypeScript,Si,110,9132.0,All,7.0,4.7,English,Development,2016.0,1004520.0,Udemy,,
2056,Advanced React and Redux,Si,140,21998.0,Intermediate,12.0,4.3,English,Development,2016.0,3079720.0,Udemy,,
2057,Modern React with Redux,Si,180,50815.0,All,26.5,4.6,English,Development,2015.0,9146700.0,Udemy,,
2058,Angular Styling & Animations (for Angular 2 and Angular 4),Si,120,4138.0,Intermediate,6.0,4.3,English,Development,2017.0,496560.0,Udemy,,
2059,The Complete ASP.NET MVC 5 Course,Si,190,20652.0,All,7.5,4.4,English,Development,2016.0,3923880.0,Udemy,,
2060,GraphQL with React: The Complete Developers Guide,Si,150,6412.0,Intermediate,13.0,4.4,English,Development,2017.0,961800.0,Udemy,,
2061,"Create a Simple Photo Gallery with Dropzonejs, Slick and PHP",No,0,2464.0,All,0.7333333333333333,4.5,English,Development,2017.0,0.0,Udemy,,
2062,Twitter Bootstrap 2 for Beginners,Si,20,2388.0,Beginner,1.0,3.9,English,Development,2013.0,47760.0,Udemy,,
2063,Create an Engaging Website with Twitter Bootstrap 2.x,Si,20,1463.0,All,1.0,4.0,English,Development,2012.0,29260.0,Udemy,,
2064,Javascript :basics for beginners,Si,30,1057.0,Beginner,0.6166666666666667,3.0,English,Development,2016.0,31710.0,Udemy,,
2065,CSS Tutorial For Beginners: Style Your Wordpress Templates,Si,35,1049.0,Beginner,3.5,4.6,English,Development,2016.0,36715.0,Udemy,,
2066,Web Development: Make A Website That Will Sell For Thousands,Si,50,1116.0,All,7.5,4.8,English,Development,2013.0,55800.0,Udemy,,
2067,PHP Zend Framework 2:Creating a CRUD Application,Si,40,802.0,All,0.6333333333333333,2.5,English,Development,2016.0,32080.0,Udemy,,
2068,JavaScript Fundamentals,No,0,4409.0,All,5.0,4.5,English,Development,2016.0,0.0,Udemy,,
2069,Wordpress Development : Create a Custom Wordpress Website,Si,120,885.0,All,1.5,4.3,English,Development,2015.0,106200.0,Udemy,,
2070,How to Make a Wordpress Website 2017,No,0,2437.0,Beginner,0.5666666666666667,4.2,English,Development,2016.0,0.0,Udemy,,
2071,Web Hosting Fundamentals,Si,20,1867.0,All,0.6166666666666667,3.5,English,Development,2013.0,37340.0,Udemy,,
2072,Learning Path: React: Make Stunning React Websites,Si,200,91.0,Expert,6.5,3.3,English,Development,2017.0,18200.0,Udemy,,
2073,Administering Microsoft SQL Server 2012 Databases - 70-462,Si,60,586.0,All,5.5,4.4,English,Development,2015.0,35160.0,Udemy,,
2074,PHP CodeIgniter:CRUD concepts in MVC,Si,40,601.0,All,0.5833333333333334,3.0,English,Development,2016.0,24040.0,Udemy,,
2075,Adobe Experience Manager CMS Basics,Si,35,81.0,Beginner,1.0,3.6,English,Development,2017.0,2835.0,Udemy,,
2076,Introduction to Frontend Web Development For  Beginners,Si,145,1018.0,Beginner,4.5,4.4,English,Development,2016.0,147610.0,Udemy,,
2077,PHP: Complete Login and Registration System with PHP & MYSQL,Si,200,1448.0,All,7.5,4.7,English,Development,2015.0,289600.0,Udemy,,
2078,JavaScript Complete Guide to learning JavaScript,Si,200,1296.0,Beginner,5.5,4.8,English,Development,2016.0,259200.0,Udemy,,
2079,Advanced Scalable Python Web Development Using Flask,Si,120,1299.0,Intermediate,14.0,3.8,English,Development,2016.0,155880.0,Udemy,,
2080,Build a Photo Blog with Ruby on Rails,Si,20,2281.0,Intermediate,1.5,4.6,English,Development,2015.0,45620.0,Udemy,,
2081,Practical PHP: Master the Basics and Code Dynamic Websites,No,0,83737.0,All,6.5,4.5,English,Development,2014.0,0.0,Udemy,,
2082,Sass Workflow,No,0,20890.0,Beginner,3.0,4.3,English,Development,2015.0,0.0,Udemy,,
2083,Learn PHP Fundamentals From Scratch,No,0,48650.0,Beginner,2.0,4.1,English,Development,2013.0,0.0,Udemy,,
2084,XML For Absolute Beginners: Learn to create your own tags,Si,75,1945.0,Beginner,1.0,4.4,English,Development,2015.0,145875.0,Udemy,,
2085,Joomla: Create a Joomla Website This Weekend With NO CODING!,No,0,18496.0,Beginner,2.0,4.2,English,Development,2014.0,0.0,Udemy,,
2086,Laravel Deployment - Launch your Laravel Application Online,No,0,4905.0,Intermediate,1.0,3.8,English,Development,2016.0,0.0,Udemy,,
2087,Learn how to create a WordPress theme using Pinegrow,No,0,11812.0,Intermediate,2.0,4.0,English,Development,2015.0,0.0,Udemy,,
2088,Learn to Build Web Apps using Laravel Framework,Si,30,746.0,All,6.5,4.3,English,Development,2015.0,22380.0,Udemy,,
2089,Flexbox: The complete guide,Si,35,189.0,All,1.0,4.6,English,Development,2017.0,6615.0,Udemy,,
2090,How to Safely Copy and Move Your WordPress Website,Si,60,1419.0,Intermediate,1.5,4.4,English,Development,2014.0,85140.0,Udemy,,
2091,AngularJs :basics for beginners,Si,45,1237.0,All,1.0,3.9,English,Development,2016.0,55665.0,Udemy,,
2092,JSON For Beginners: A Very Basic Introduction,Si,65,1703.0,Beginner,1.0,3.4,English,Development,2016.0,110695.0,Udemy,,
2093,Learn SASS and improve your CSS,Si,55,1849.0,All,3.0,4.6,English,Development,2014.0,101695.0,Udemy,,
2094,HTML and CSS for Absolute Beginners,No,0,4410.0,All,3.0,3.6,English,Development,2017.0,0.0,Udemy,,
2095,"JavaScript, jQuery and Ajax",Si,20,1554.0,All,4.0,3.8,English,Development,2016.0,31080.0,Udemy,,
2096,Laravel Blog Development Starter,No,0,4499.0,All,2.0,4.4,English,Development,2017.0,0.0,Udemy,,
2097,The Complete HTML5 and CSS3 Course - with 8 Websites Design,Si,30,1551.0,All,7.5,4.0,English,Development,2015.0,46530.0,Udemy,,
2098,HTML Introduction Course: Learn HTML in 2 hours!!!,No,0,7304.0,All,2.0,4.3,English,Development,2016.0,0.0,Udemy,,
2099,Learn HTML & CSS: How To Start Your Web Development Career,No,0,15462.0,Beginner,4.5,4.5,English,Development,2015.0,0.0,Udemy,,
2100,React vs Angular vs Vue.js by Example,No,0,6958.0,Beginner,3.5,4.7,English,Development,2017.0,0.0,Udemy,,
2101,Create WordPress Plugins,Si,50,964.0,All,2.5,4.7,English,Development,2016.0,48200.0,Udemy,,
2102,Build and Deploy a LAMP server on AWS,No,0,3571.0,Beginner,1.0,4.6,English,Development,2017.0,0.0,Udemy,,
2103,Build your own Beautiful Blog in WordPress + SEO,Si,200,2421.0,All,3.0,4.0,English,Development,2015.0,484200.0,Udemy,,
2104,AngularJS Authentication: Secure Your App with Auth0,No,0,21689.0,All,1.0,4.4,English,Development,2016.0,0.0,Udemy,,
2105,Learn Bootstrap 4 by Example,No,0,5542.0,All,1.0,4.6,English,Development,2017.0,0.0,Udemy,,
2106,How To Build And Make A Wordpress Website From Scratch 2017,No,0,7055.0,All,2.0,4.6,English,Development,2017.0,0.0,Udemy,,
2107,HTML and CSS for Beginners - Build a Website & Launch ONLINE,No,0,70773.0,All,6.0,4.5,English,Development,2015.0,0.0,Udemy,,
2108,"Core: A Web App Reference Guide for Django, Python, and More",Si,195,2497.0,All,26.0,4.2,English,Development,2014.0,486915.0,Udemy,,
2109,"JSON with Java APIs, jQuery and JSON REST Web Services",Si,95,799.0,Beginner,6.0,4.2,English,Development,2016.0,75905.0,Udemy,,
2110,Bootstrap 4 Quick Start: Code Modern Responsive Websites,No,0,41478.0,All,3.0,4.5,English,Development,2015.0,0.0,Udemy,,
2111,Learn Symfony 3 framework by practical examples,Si,125,867.0,All,4.0,4.0,English,Development,2016.0,108375.0,Udemy,,
2112,"Complete Web Development with HTML, CSS and Javascript",No,0,2097.0,Intermediate,2.0,4.3,English,Development,2017.0,0.0,Udemy,,
2113,Web Hosting Introduction: How to Publish Your Website Online,No,0,5533.0,Beginner,1.0,4.0,English,Development,2015.0,0.0,Udemy,,
2114,Django For Beginners,Si,175,534.0,Beginner,4.0,4.2,English,Development,2016.0,93450.0,Udemy,,
2115,HTML for Beginners,No,0,8592.0,Beginner,2.5,4.4,English,Development,2013.0,0.0,Udemy,,
2116,How to Build WordPress Themes: A Web Designer's Guide,Si,165,183.0,Intermediate,5.5,4.2,English,Development,2017.0,30195.0,Udemy,,
2117,XML DTD :basics for beginners,Si,35,903.0,All,0.55,3.2,English,Development,2016.0,31605.0,Udemy,,
2118,HTML and CSS Foundations,No,0,1544.0,Beginner,1.0,4.4,English,Development,2017.0,0.0,Udemy,,
2119,Python Web Programming,Si,100,1020.0,Beginner,6.0,3.8,English,Development,2015.0,102000.0,Udemy,,
2120,Build a Complete Registration and Login System using PHP MVC,Si,80,325.0,All,5.0,4.9,English,Development,2017.0,26000.0,Udemy,,
2121,ES6 / EcmaScript 6 for beginners an introduction,No,0,3227.0,Intermediate,2.0,4.4,English,Development,2017.0,0.0,Udemy,,
2122,Learn to Create Advance Responsive Websites With Bootstrap,Si,20,2528.0,All,2.0,3.2,English,Development,2014.0,50560.0,Udemy,,
2123,Sell Courses On Your Own Website - No Coding Required!,Si,100,1032.0,All,1.0,4.0,English,Development,2016.0,103200.0,Udemy,,
2124,Implementing a Data Warehouse with SQL Server 2012 ,Si,85,1142.0,All,5.0,4.4,English,Development,2015.0,97070.0,Udemy,,
2125,Learning 200 jQuery Functions with 800 Examples,Si,195,1766.0,All,18.5,4.4,English,Development,2015.0,344370.0,Udemy,,
2126,Create Complete Web Applications easily with APEX 5,Si,30,912.0,Intermediate,7.0,4.3,English,Development,2015.0,27360.0,Udemy,,
2127,"Learn Gulp, The Streaming Build System",Si,25,1305.0,All,1.5,3.9,English,Development,2015.0,32625.0,Udemy,,
2128,Perfect React JS Course - Understand Relevant Details,Si,200,653.0,Beginner,1.0,3.4,English,Development,2017.0,130600.0,Udemy,,
2129,Learn HTML And CSS From Scratch,No,0,11533.0,Beginner,2.0,4.3,English,Development,2016.0,0.0,Udemy,,
2130,Complete Bootstrap 4 course - build 3 projects,No,0,7865.0,All,5.0,4.1,English,Development,2017.0,0.0,Udemy,,
2131,Up and Running with Phalcon,Si,20,715.0,All,1.5,4.0,English,Development,2016.0,14300.0,Udemy,,
2132,HTML : HTML Awesomeness,Si,25,988.0,Beginner,0.6333333333333333,4.6,English,Development,2016.0,24700.0,Udemy,,
2133,Build CRUD Application - PHP & Mysql,No,0,4405.0,Beginner,1.5,4.4,English,Development,2017.0,0.0,Udemy,,
2134,All You Need To Know About AngularJS - Training On AngularJS,Si,50,1936.0,All,5.0,4.0,English,Development,2014.0,96800.0,Udemy,,
2135,Ready for Production with Spring Boot Actuator,Si,55,361.0,Intermediate,2.5,4.6,English,Development,2017.0,19855.0,Udemy,,
2136,AngularJS For Beginners,No,0,30531.0,All,3.0,4.6,English,Development,2015.0,0.0,Udemy,,
2137,Learning Path: Akka: Building Applications and Microservices,Si,200,88.0,Intermediate,4.5,3.1,English,Development,2017.0,17600.0,Udemy,,
2138,Set up a localhost Web Server for Faster Website Development,Si,30,55.0,All,1.5,4.8,English,Development,2017.0,1650.0,Udemy,,
2139,Mastering Meteor: Reactive Full Stack JavaScript,Si,95,494.0,Expert,3.0,4.2,English,Development,2015.0,46930.0,Udemy,,
2140,Build a file hosting/sharing site in less than 2 hours ,Si,20,976.0,All,1.5,4.2,English,Development,2014.0,19520.0,Udemy,,
2141,Introduction to Java Programming for Online Learners,Si,200,1586.0,Beginner,22.0,4.2,English,Development,2013.0,317200.0,Udemy,,
2142,How to create a  video blog with WordPress,Si,25,1209.0,All,4.5,4.2,English,Development,2016.0,30225.0,Udemy,,
2143,PHP For WordPress Development,Si,35,850.0,Beginner,1.0,4.2,English,Development,2016.0,29750.0,Udemy,,
2144,Master EmberJS : Learn Ember JS From Scratch,Si,120,707.0,All,6.5,3.8,English,Development,2015.0,84840.0,Udemy,,
2145,How To Make A Modern Wordpress BLOG 2017! Create Your Blog!,No,0,6856.0,Beginner,2.0,3.8,English,Development,2016.0,0.0,Udemy,,
2146,Learn Top Ten PHP FrameWorks By Building Projects,Si,60,1007.0,All,17.5,4.0,English,Development,2016.0,60420.0,Udemy,,
2147,Build Websites And Apps By Outsourcing,Si,20,2299.0,All,2.0,4.6,English,Development,2015.0,45980.0,Udemy,,
2148,Canvas image Creator HTML5 JavaScript project from Scratch,Si,100,2195.0,Intermediate,3.5,4.0,English,Development,2016.0,219500.0,Udemy,,
2149,Javascript Essentials,No,0,47062.0,Beginner,8.5,4.5,English,Development,2016.0,0.0,Udemy,,
2150,Devtools 2017: The Basics of Chrome Developer Tools,No,0,4569.0,Beginner,1.0,4.5,English,Development,2017.0,0.0,Udemy,,
2151,Chrome Extensions : Develop 5 chrome extensions from scratch,No,0,3655.0,Beginner,2.0,4.7,English,Development,2017.0,0.0,Udemy,,
2152,Learn how to quickly build websites using Wordpress,No,0,15715.0,All,3.5,4.4,English,Development,2014.0,0.0,Udemy,,
2153,Advance Unix : File Processing: AWK | SED | GREP | CUT | VIM,Si,75,578.0,Expert,5.5,4.3,English,IT & Software,2017.0,43350.0,Udemy,,
2154,Develop a Professional OnePage WordPress site With No Coding,Si,20,1747.0,Beginner,1.5,4.0,English,Development,2016.0,34940.0,Udemy,,
2155,PHP Specialist (2017 Edition),Si,100,197.0,Beginner,3.5,4.7,English,Development,2017.0,19700.0,Udemy,,
2156,Python Programming: Create an Digital Marketplace in Django,Si,195,4198.0,All,26.0,4.5,English,Development,2013.0,818610.0,Udemy,,
2157,Create Ajax Chat App with PHP & Mysql,Si,45,540.0,Beginner,1.0,3.8,English,Development,2017.0,24300.0,Udemy,,
2158,Mastering Thymeleaf with Spring,Si,75,942.0,All,4.5,3.9,English,Development,2016.0,70650.0,Udemy,,
2159,Wordpress Backup & Restore,Si,95,478.0,All,1.5,4.5,English,Development,2016.0,45410.0,Udemy,,
2160,Learn JavaScript Dynamic Interactive Projects for Beginners,Si,100,2558.0,Beginner,3.0,4.2,English,Development,2016.0,255800.0,Udemy,,
2161,SAP - Learn SAPUI5 Professional Development,Si,195,860.0,All,7.0,4.3,English,Development,2016.0,167700.0,Udemy,,
2162,Wordpress Security,Si,95,2888.0,All,2.5,3.9,English,Development,2015.0,274360.0,Udemy,,
2163,Learn HTML5 At Your Own Pace. Ideal for Beginners,Si,50,3026.0,All,7.0,4.4,English,Development,2012.0,151300.0,Udemy,,
2164,Build an Amazon clone: Nodejs + MongoDB + Stripe Payment,Si,20,2164.0,All,8.5,3.9,English,Development,2016.0,43280.0,Udemy,,
2165,Build Real World Websites from Scratch using HTML5 and CSS3,Si,195,10874.0,Beginner,7.5,4.8,English,Development,2016.0,2120430.0,Udemy,,
2166,"Modern JavaScript: Building Real-World, Real-Time Apps",Si,50,1871.0,Intermediate,13.5,4.0,English,Development,2016.0,93550.0,Udemy,,
2167,JavaScript Introduction to Object Oriented JavaScript,Si,90,7789.0,Beginner,1.5,3.6,English,Development,2015.0,701010.0,Udemy,,
2168,Core HTML How to get online quickly HTML to HTML5 ,Si,90,10394.0,Beginner,3.5,4.3,English,Development,2015.0,935460.0,Udemy,,
2169,Building Websites JavaScript and the DOM,Si,120,17759.0,Beginner,3.0,3.9,English,Development,2016.0,2131080.0,Udemy,,
2170,Complete Login and Registration System in PHP and MYSQL,Si,200,4714.0,All,4.0,4.6,English,Development,2015.0,942800.0,Udemy,,
2171,The Complete E-Commerce Web Developer Course 5.0,Si,195,3209.0,All,12.5,4.2,English,Development,2016.0,625755.0,Udemy,,
2172,HTML5 canvas Bootcamp for beginners 25 easy steps,Si,120,14118.0,Beginner,2.0,4.2,English,Development,2016.0,1694160.0,Udemy,,
2173,Advanced HTML5 Tutorial for Web Developers,Si,50,11847.0,All,7.5,4.4,English,Development,2012.0,592350.0,Udemy,,
2174,Learn the Basics of Programming for Marketers,Si,55,11339.0,Beginner,3.5,4.3,English,Development,2015.0,623645.0,Udemy,,
2175,Css For Beginners,Si,85,1156.0,Beginner,2.5,4.3,English,Development,2015.0,98260.0,Udemy,,
2176,GRUNT js: Automate web development tasks and save your time,Si,55,1534.0,All,1.5,4.2,English,Development,2015.0,84370.0,Udemy,,
2177,Build Web Apps Using EmberJS: The Complete Course,Si,40,627.0,All,4.5,3.6,English,Development,2015.0,25080.0,Udemy,,
2178,SharePoint 2013 Development using C# - Part I,Si,50,891.0,All,8.5,4.4,English,Development,2014.0,44550.0,Udemy,,
2179,Angular 2 Fundamentals for Web Developers,Si,40,450.0,All,6.0,4.7,English,Development,2016.0,18000.0,Udemy,,
2180,Easily Learn Web Development With Drop & Drag: OptimizePress,Si,20,1442.0,Beginner,2.0,4.6,English,Development,2015.0,28840.0,Udemy,,
2181,XML XSLT - Crash Course for Beginners,Si,45,426.0,All,1.0,3.9,English,Development,2017.0,19170.0,Udemy,,
2182,Create Your Own Successful Online School To Sell Courses,Si,95,2814.0,Beginner,2.0,4.1,English,Teaching & Academics,2014.0,267330.0,Udemy,,
2183,Ruby on Rails a Beginners Guide ,No,0,13130.0,Beginner,6.5,4.2,English,Development,2016.0,0.0,Udemy,,
2184,Comprehensive TypeScript,Si,125,1318.0,All,4.5,3.5,English,Development,2015.0,164750.0,Udemy,,
2185,"Essential HTML, CSS & HTML5 Training",Si,50,1553.0,Beginner,5.5,4.4,English,Development,2015.0,77650.0,Udemy,,
2186,HTML 5 and CSS 3 - tricks and workarounds,Si,80,2007.0,All,5.5,3.6,English,Development,2016.0,160560.0,Udemy,,
2187,"How to Register a Domain, Set Up Hosting, and Edit Web Pages",Si,45,1540.0,Beginner,3.0,4.5,English,Development,2015.0,69300.0,Udemy,,
2188,WordPress Plugins Treasure Chest,Si,25,1655.0,Intermediate,3.0,4.2,English,Development,2015.0,41375.0,Udemy,,
2189,Practical Understanding of PHP and MySQL,No,0,12201.0,Beginner,5.5,4.6,English,Development,2016.0,0.0,Udemy,,
2190,"AngularJS for Beginners, Single-Page Applications Made Easy",Si,200,1284.0,All,1.5,4.4,English,Development,2014.0,256800.0,Udemy,,
2191,Getting Started as a Web Developer,No,0,9833.0,Beginner,1.0,4.8,English,Development,2014.0,0.0,Udemy,,
2192,Professional Web Scraping with Java,Si,50,685.0,Intermediate,1.0,4.6,English,Development,2016.0,34250.0,Udemy,,
2193,Introduction to HTML,No,0,8371.0,Beginner,1.5,4.3,English,Development,2014.0,0.0,Udemy,,
2194,"Installing Wordpress 4 - Installation, Registrars & Hosting",Si,45,6117.0,Beginner,2.5,4.7,English,Development,2014.0,275265.0,Udemy,,
2195,Learn PHP Programming for Absolute Beginners,Si,35,5368.0,All,2.0,3.8,English,Development,2015.0,187880.0,Udemy,,
2196,WordPress for Beginners 2017 + Google AdSense Implementation,Si,195,2225.0,All,6.5,3.5,English,Development,2017.0,433875.0,Udemy,,
2197,Become a Kick-Ass Web Developer: From Newbie to Pro,Si,200,6751.0,All,48.5,4.4,English,Development,2014.0,1350200.0,Udemy,,
2198,Django Tutorial: Build Your First App Fast & Free! ,Si,20,5228.0,Beginner,2.5,4.4,English,Development,2015.0,104560.0,Udemy,,
2199,Create a social network using PHP Mysqli HTML Css and JQuery,Si,40,1477.0,Intermediate,6.0,3.6,English,Development,2017.0,59080.0,Udemy,,
2200,PHP - Send and Receive Mobile Text Messages (SMS),Si,50,1626.0,All,1.5,4.6,English,Development,2016.0,81300.0,Udemy,,
2201,Complete PHP Course with OOP Start to Finish!,Si,200,4529.0,All,2.0,3.8,English,Development,2015.0,905800.0,Udemy,,
2202,Coding Made Easy: HTML & CSS For Beginners,Si,40,3254.0,Beginner,1.5,3.8,English,Development,2016.0,130160.0,Udemy,,
2203,WordPress Security - The Ultimate Security Guide,Si,60,2267.0,All,1.5,4.3,English,Development,2015.0,136020.0,Udemy,,
2204,How to Make a Single Page Website for Freelancers & Agencies,No,0,17463.0,All,1.5,4.2,English,Development,2015.0,0.0,Udemy,,
2205,Learn to Use jQuery UI Widgets,No,0,23669.0,Beginner,1.0,3.4,English,Development,2013.0,0.0,Udemy,,
2206,Learn to Create Responsive Layouts in 30 Minutes,No,0,5301.0,Beginner,0.5,4.1,English,Development,2017.0,0.0,Udemy,,
2207,Web Building Starter Pack. Html Css and JQuery Animations,Si,30,1033.0,All,7.5,4.6,English,Development,2016.0,30990.0,Udemy,,
2208,Getting Started with Angular 2+,No,0,6909.0,Beginner,2.0,4.5,English,Development,2017.0,0.0,Udemy,,
2209,Learning CSS3 - A Comprehensive Tutorial For Web Developers,Si,50,2459.0,All,8.0,4.2,English,Development,2012.0,122950.0,Udemy,,
2210,Professional WordPress Theme Development from Scratch,Si,200,1284.0,All,25.5,4.2,English,Development,2015.0,256800.0,Udemy,,
2211,PHP Zend Framework 1.11:Creating a CRUD Application,Si,40,1122.0,All,0.5833333333333334,2.8,English,Development,2016.0,44880.0,Udemy,,
2212,Write quicker HTML5 and CSS 3; productivity hacks with emmet,No,0,13016.0,All,1.5,4.4,English,Development,2016.0,0.0,Udemy,,
2213,Master all PHP ideas 2017 to build any project,Si,50,376.0,Beginner,3.0,4.2,English,Development,2017.0,18800.0,Udemy,,
2214,Introducing Ionic 2,Si,50,394.0,Beginner,1.5,3.2,English,Development,2016.0,19700.0,Udemy,,
2215,Create a Client Network by Hosting WordPress Sites,Si,35,1061.0,Intermediate,1.0,4.6,English,Development,2015.0,37135.0,Udemy,,
2216,ASP :basics for beginners,Si,35,764.0,All,1.0,3.0,English,Development,2016.0,26740.0,Udemy,,
2217,"WordPress Development With NodeJS, Gulp, Composer & More",Si,25,289.0,Intermediate,4.0,4.2,English,Development,2016.0,7225.0,Udemy,,
2218,Become PHP Facebook Developer: Password-Less Authentication,Si,195,4001.0,All,4.0,4.3,English,Development,2017.0,780195.0,Udemy,,
2219,Learn JSON for beginners with JavaScript,Si,200,3193.0,Beginner,1.5,4.6,English,Development,2017.0,638600.0,Udemy,,
2220,Ultimate guide to Social Media Web development integration ,Si,200,11011.0,All,2.5,4.2,English,Development,2015.0,2202200.0,Udemy,,
2221,A Complete Laravel basics from beginner to expert,Si,25,3492.0,All,1.5,3.4,English,Development,2016.0,87300.0,Udemy,,
2222,Learn MeteorJS By Building 10 Real World Projects,Si,50,2784.0,All,15.0,3.8,English,Development,2015.0,139200.0,Udemy,,
2223,JavaScript Basics for Beginners Introduction to coding,Si,150,5495.0,Beginner,1.5,3.9,English,Development,2016.0,824250.0,Udemy,,
2224,AngularJS Masterclass - Deep Dive & Understand AngularJS,Si,100,2912.0,All,6.0,3.8,English,Development,2015.0,291200.0,Udemy,,
2225,HTML5 for beginners,Si,195,9687.0,Beginner,5.0,4.4,English,Development,2015.0,1888965.0,Udemy,,
2226,All in one HTML CSS and JQuery,Si,20,3444.0,All,3.0,3.6,English,Development,2017.0,68880.0,Udemy,,
2227,Responsive Design with NEW Materialize,Si,75,12629.0,All,1.5,4.3,English,Development,2015.0,947175.0,Udemy,,
2228,PHP webservices,Si,30,1305.0,All,0.5666666666666667,2.2,English,Development,2016.0,39150.0,Udemy,,
2229,JavaScript Promises: Applications in ES6 and AngularJS,Si,75,651.0,Beginner,2.5,4.0,English,Development,2015.0,48825.0,Udemy,,
2230,Professional CSS Flexbox,Si,35,396.0,Intermediate,0.7166666666666667,4.3,English,Development,2016.0,13860.0,Udemy,,
2231,XML :basics for beginners,Si,40,1062.0,All,0.65,3.0,English,Development,2016.0,42480.0,Udemy,,
2232,How to create Paypal and Credit card Payment Buttons,Si,65,578.0,Beginner,1.0,4.3,English,Development,2016.0,37570.0,Udemy,,
2233,Customizr - Learn WordPress with the ultimate creative theme,No,0,4735.0,Beginner,5.0,4.6,English,Development,2016.0,0.0,Udemy,,
2234,Fun and creative web engineering with Python and Web2py,No,0,10917.0,All,2.0,4.4,English,Development,2015.0,0.0,Udemy,,
2235,Learn to Make an Animated Image Gallery using HTML5,No,0,11080.0,Beginner,1.0,3.4,English,Development,2014.0,0.0,Udemy,,
2236,Projects in Foundation Framework - Learn By Building 10 Apps,Si,50,636.0,All,10.0,3.8,English,Development,2015.0,31800.0,Udemy,,
2237,Foundations of Front-End Web Development,No,0,8337.0,Beginner,20.5,4.4,English,Development,2014.0,0.0,Udemy,,
