course_title,num_subscribers,level,category,language,price,content_duration,add_certificate,price_Certificate,is_paid,plataforma
DNA: Biology’s Genetic Code,35162,Intermediate,Biology & Life Sciences,English,0,1008,Si,169,No,edX
Music For Wellness,19728,Beginner,Humanities,English,0,672,Si,49,No,edX
Mining Massive Datasets,5311,Expert,Computer Science,English,0,1176,Si,149,No,edX
Introduction to Electrical and Electronic Engineering - 電気電子工学入門 -,25041,Beginner,Engineering,English,0,672,Si,50,No,edX
Introducción a la Inteligencia Artificial,11184,Beginner,Computer Science,Spanish,0,672,Si,49,No,edX
Digital Security and Human Rights,11443,Beginner,Social Sciences,English,0,504,Si,49,No,edX
Critical thinking: reasoned decision making,6923,Beginner,Business & Management,English,0,672,Si,149,No,edX
Introduction to the Internet of Things,7581,Beginner,Electronics,English,0,1008,Si,50,No,edX
Riñones: conoce sus funciones para mejorar tu salud y calidad de vida,20261,Beginner,Medicine,Spanish,0,1008,Si,49,No,edX
Design Thinking: Empathizing to Understand the Problem,13340,Intermediate,Business & Management,English,0,1008,Si,299,No,edX
Marketing Analytics: Price and Promotion Analytics,41021,Intermediate,Computer Science,English,0,672,Si,249,No,edX
Implementation of Data Structures,27761,Intermediate,Computer Science,English,0,1008,Si,149,No,edX
Activism and Citizen Journalism through Media,7460,Beginner,Communication,English,0,672,Si,49,No,edX
Electric and Conventional Vehicles,22089,Expert,Engineering,English,0,1008,Si,249,No,edX
Big Data Fundamentals,40106,Intermediate,Computer Science,English,0,1680,Si,199,No,edX
Sustainable Food Security: The value of systems thinking,26600,Beginner,Biology & Life Sciences,English,0,1008,Si,49,No,edX
Knowledge Management and Big Data in Business,69064,Beginner,Business & Management,English,0,1344,Si,50,No,edX
Uso efectivo del tiempo,6409,Beginner,Economics & Finance,Spanish,0,1008,Si,49,No,edX
C Programming: Pointers and Memory Management,19171,Beginner,Computer Science,English,0,1176,Si,49,No,edX
Astrophysics: The Violent Universe,65711,Intermediate,Physics,English,0,1680,Si,50,No,edX
Landscape Ecology,8644,Intermediate,Environmental Studies,English,0,2352,Si,50,No,edX
IoT Programming and Big Data,21591,Beginner,Computer Science,English,0,840,Si,199,No,edX
AWS: Getting Started with Cloud Security,8192,Beginner,Computer Science,English,0,672,Si,49,No,edX
Introducción a la gravedad cuántica de lazos,7360,Beginner,Science,Spanish,0,840,Si,50,No,edX
Introduction to the Music Business,46607,Beginner,Business & Management,English,0,1008,Si,49,No,edX
Introducción a la programación en C: Tipos de datos y estructuras,13480,Beginner,Computer Science,Spanish,0,672,Si,49,No,edX
Visualización de Datos y Storytelling,5980,Intermediate,Data Analysis & Statistics,Spanish,0,672,Si,49,No,edX
"Feeding a Hungry Planet: Agriculture, Nutrition and Sustainability",10488,Intermediate,Environmental Studies,English,0,1176,Si,49,No,edX
Fundamentals of Financial Mathematics and Capital Budgeting,5410,Beginner,Economics & Finance,English,0,672,Si,99,No,edX
Gestión participativa: motivación y liderazgo organizacional,23441,Intermediate,Business & Management,Spanish,0,1344,Si,79,No,edX
Energía eléctrica: conceptos y principios básicos,9762,Intermediate,Engineering,Spanish,0,1176,Si,49,No,edX
Market Segmentation Analysis,17055,Intermediate,Business & Management,English,0,840,Si,99,No,edX
AP® English Literature & Composition – Part 2: Poems,5719,Beginner,Humanities,English,0,1176,Si,49,No,edX
"Electrical, Optical & Magnetic Materials and Devices",16905,Intermediate,Engineering,English,0,2688,Si,150,No,edX
How to Design a Successful Business Model,33656,Beginner,Business & Management,English,0,1344,Si,99,No,edX
Ecodesign for Cities and Suburbs,28472,Beginner,Environmental Studies,English,0,1008,Si,99,No,edX
Agile Software Development,37158,Beginner,Computer Science,English,0,1008,Si,50,No,edX
Diseño de sistemas de información gerencial para intranet con Microsoft Access,9144,Intermediate,Computer Science,Spanish,0,672,Si,49,No,edX
Gestão de Projetos de Desenvolvimento,28337,Beginner,Business & Management,Portuguese,0,1680,Si,49,No,edX
Innovation: From Plan to Product,12918,Intermediate,Business & Management,English,0,1680,Si,249,No,edX
Climate Change: Carbon Capture and Storage,10551,Beginner,Engineering,English,0,840,Si,49,No,edX
Reservoir Geomechanics,5280,Beginner,Energy & Earth Sciences,English,0,1680,Si,129,No,edX
IoT System Architecture: Design and Evaluation,5914,Beginner,Computer Science,English,0,504,Si,99,No,edX
Noongar Language and Culture,10858,Beginner,Language,English,0,1008,Si,139,No,edX
Sustainable Food Security: Food Access,18943,Beginner,Social Sciences,English,0,1008,Si,49,No,edX
Bases Matemáticas: Integrales,23703,Beginner,Math,Spanish,0,840,Si,50,No,edX
Epidemics II,8565,Beginner,Medicine,English,0,504,Si,139,No,edX
Derechos humanos: Los derechos de las personas refugiadas,28398,Beginner,Humanities,Spanish,0,504,Si,49,No,edX
Big Data Analytics,43009,Intermediate,Computer Science,English,0,1680,Si,199,No,edX
"A-level Mathematics for Year 13 - Course 1: Functions, Sequences and Series, and Numerical Methods",6594,Intermediate,Math,English,0,1176,Si,49,No,edX
ODS en la Agenda 2030 de las Naciones Unidas: Retos de los Objetivos de Desarrollo Sostenible,16028,Beginner,Social Sciences,Spanish,0,1008,Si,25,No,edX
Fundamentals of Market Structure,32049,Beginner,Economics & Finance,English,0,168,Si,25,No,edX
Protecting Children in Humanitarian Settings,7246,Intermediate,Social Sciences,English,0,2016,Si,50,No,edX
How to Achieve the Sustainable Development Goals,12719,Intermediate,Environmental Studies,English,0,1176,Si,49,No,edX
Aprendizaje y Enseñanza en la Era Digital,16954,Intermediate,Education & Teacher Training,Spanish,0,672,Si,49,No,edX
From Atoms to Stars: How Physics Explains Our World,15914,Intermediate,Physics,English,0,672,Si,49,No,edX
"Architecture, Algorithms, and Protocols of a Quantum Computer and Quantum Internet",8330,Intermediate,Physics,English,0,1008,Si,79,No,edX
Contemporary Issues in World Politics,11426,Beginner,Social Sciences,English,0,1176,Si,59,No,edX
More Fun with Prime Numbers,10604,Intermediate,Math,English,0,840,Si,49,No,edX
Enterprise Selling,5020,Beginner,Business & Management,English,0,1008,Si,149,No,edX
Climate Change: Financial Risks and Opportunities,9977,Intermediate,Economics & Finance,English,0,672,Si,79,No,edX
Caer o No caer. El Secreto de las Estructuras.,20939,Beginner,Engineering,Spanish,0,1344,Si,29,No,edX
Mandarin Chinese Level 2,8784,Beginner,Language,English,0,1008,Si,149,No,edX
Design Thinking: Prototyping and User Testing,10769,Intermediate,Business & Management,English,0,1008,Si,299,No,edX
Bases Matemáticas: Derivadas,24301,Beginner,Math,Spanish,0,840,Si,50,No,edX
Buscar en Internet,27320,Beginner,Computer Science,Spanish,0,1176,Si,49,No,edX
Big Data and Education,14909,Expert,Data Analysis & Statistics,English,0,1344,Si,169,No,edX
Model-Based Automotive Systems Engineering,13857,Expert,Engineering,English,0,1176,Si,249,No,edX
Introduction to Hyperledger Blockchain Technologies,138884,Beginner,Business & Management,English,0,2352,Si,199,No,edX
Mercados de capital y participantes claves,7210,Beginner,Economics & Finance,Spanish,0,336,Si,49,No,edX
Introducción al desarrollo de videojuegos con Unity,27474,Intermediate,Computer Science,Spanish,0,1008,Si,50,No,edX
Incorporating Renewable Energy in Electricity Grids,10430,Intermediate,Energy & Earth Sciences,English,0,1008,Si,49,No,edX
Herramientas de la Inteligencia de Negocios,24130,Beginner,Data Analysis & Statistics,Spanish,0,840,Si,49,No,edX
Sprint Planning for Faster Agile Team Delivery,10654,Expert,Engineering,English,0,672,Si,199,No,edX
Introduction to Water and Climate,36320,Intermediate,Engineering,English,0,1680,Si,50,No,edX
The Medieval Icelandic Sagas,11176,Intermediate,Humanities,English,0,1008,Si,50,No,edX
Community Engagement: Collaborating for Change,11818,Beginner,Social Sciences,English,0,1008,Si,49,No,edX
Introducción al Internet de las Cosas (IoT),6322,Beginner,Electronics,Spanish,0,1008,Si,50,No,edX
"Proteins: Alignment, Analysis and Structure",23560,Expert,Biology & Life Sciences,English,0,1344,Si,249,No,edX
AI Applications with Watson,9173,Intermediate,Computer Science,English,0,504,Si,99,No,edX
Data Analytics and Visualization in Health Care,7304,Expert,Data Analysis & Statistics,English,0,1344,Si,249,No,edX
Question Everything: Scientific Thinking in Real Life,34279,Beginner,Math,English,0,1344,Si,59,No,edX
Introduction to Lifestyle Medicine,9002,Beginner,Biology & Life Sciences,English,0,1344,Si,79,No,edX
"Social Work Practice with Individuals, Families, and Small Groups",16134,Expert,Social Sciences,English,0,1344,Si,199,No,edX
Gateway to Medicine: An Introduction to the Field of Medicine|走近医学,6938,Beginner,Medicine,Chinese,0,1680,Si,49,No,edX
Indian & Tibetan River of Buddhism,6738,Intermediate,Humanities,English,0,2016,Si,49,No,edX
Financial Analysis for Decision Making,39156,Beginner,Business & Management,English,0,672,Si,199,No,edX
Lifestyle Medicine Treatments of Chronic Disease – Part 1,5668,Intermediate,Medicine,English,0,336,Si,179,No,edX
Building Containerized Applications on AWS,6128,Intermediate,Computer Science,English,0,840,Si,99,No,edX
Biobased Products for a Sustainable (Bio)economy,6951,Beginner,Biology & Life Sciences,English,0,1680,Si,50,No,edX
Social Work Practice: Advocating Social Justice and Change,19603,Beginner,Social Sciences,English,0,840,Si,49,No,edX
Anthropology of Current World Issues,44821,Beginner,Humanities,English,0,1512,Si,99,No,edX
Buyer Behaviour and Analysis,19717,Expert,Communication,English,0,2016,Si,199,No,edX
Idea Development: Create and Implement Innovative Ideas,11501,Intermediate,Business & Management,English,0,1680,Si,249,No,edX
Analysis of Transport Phenomena I: Mathematical Methods,9169,Expert,Engineering,English,0,2856,Si,149,No,edX
Leading the Organization,14998,Intermediate,Business & Management,English,0,1680,Si,249,No,edX
"Financial Programming and Policies, Part 2: Program Design",19330,Intermediate,Economics & Finance,English,0,1176,Si,25,No,edX
Introduction to Open Source Networking Technologies,17436,Beginner,Computer Science,English,0,2352,Si,169,No,edX
Deep Learning Essentials,5018,Intermediate,Computer Science,English,0,840,Si,149,No,edX
Estadística Aplicada a los Negocios,25295,Beginner,Data Analysis & Statistics,Spanish,0,840,Si,49,No,edX
"English for Journalists, Part 2",22814,Intermediate,Communication,English,0,840,Si,49,No,edX
Teaching & Learning in the Diverse Classroom,7104,Beginner,Education & Teacher Training,English,0,840,Si,99,No,edX
Fundamentals of Microeconomics | Fundamentos de Microeconomía,18456,Beginner,Social Sciences,English,0,1176,Si,129,No,edX
IoT Networks and Protocols,22136,Beginner,Computer Science,English,0,840,Si,199,No,edX
China’s First Empires and the Rise of Buddhism,46053,Beginner,History,English,0,2520,Si,139,No,edX
Apnea y Trastornos del Sueño,14902,Beginner,Health & Safety,Spanish,0,1680,Si,49,No,edX
Educación sobre el cambio climático,23253,Beginner,Education & Teacher Training,Spanish,0,1680,Si,25,No,edX
Urban Sewage Treatment,40408,Intermediate,Engineering,English,0,1176,Si,50,No,edX
Doing Gender and Why it Matters,6826,Beginner,Social Sciences,English,0,1008,Si,99,No,edX
Producción musical y su efecto en la composición,7869,Beginner,Music,Spanish,0,1008,Si,49,No,edX
"Principle of Semiconductor Devices Part I: Semiconductors, PN Junctions and Bipolar Junction Transistors",12425,Intermediate,Electronics,English,0,1344,Si,70,No,edX
"19th-Century Opera: Meyerbeer, Wagner, & Verdi",9340,Beginner,Music,English,0,1008,Si,99,No,edX
Modelos predictivos con Machine Learning,5102,Intermediate,Computer Science,Spanish,0,672,Si,49,No,edX
Les fondements de la stratégie d’entreprise,33021,Beginner,Business & Management,French,0,1680,Si,150,No,edX
Solar Energy: Integration of Photovoltaic Systems in Microgrids,20068,Expert,Engineering,English,0,1512,Si,250,No,edX
"Automated Software Testing: Unit Testing, Coverage Criteria and Design for Testability",12630,Intermediate,Computer Science,English,0,840,Si,99,No,edX
Introducción a las ecuaciones diferenciales,9868,Intermediate,Math,Spanish,0,1176,Si,49,No,edX
Tropical coastal ecosystems,23031,Beginner,Biology & Life Sciences,English,0,1512,Si,99,No,edX
Modern China’s Foundations: The Manchus and the Qing,47166,Beginner,History,English,0,2520,Si,139,No,edX
AWS Developer: Deploying on AWS,25244,Expert,Computer Science,English,0,1008,Si,149,No,edX
Autonomous Mobile Robots,62362,Intermediate,Computer Science,English,0,2520,Si,50,No,edX
Gestión por resultados para gobiernos subnacionales,65955,Beginner,Business & Management,Spanish,0,1680,Si,25,No,edX
Introduction to Sociology,10412,Beginner,Social Sciences,English,0,1008,Si,139,No,edX
Desafios e oportunidades na economia digital,6913,Beginner,Economics & Finance,Portuguese,0,1680,Si,25,No,edX
"Cellular Solids Part 1: Structures, Properties and Engineering Applications",7186,Expert,Engineering,English,0,1512,Si,99,No,edX
Introduction to Statistical Methods for Gene Mapping,15419,Expert,Data Analysis & Statistics,English,0,672,Si,49,No,edX
Cómo vivir una vida saludable y activa,8990,Beginner,Social Sciences,Spanish,0,840,Si,49,No,edX
Mandarin Chinese Level 3,8418,Intermediate,Language,English,0,1008,Si,149,No,edX
Data for Effective Policy Making,13797,Beginner,Math,English,0,1680,Si,25,No,edX
C Programming: Using Linux Tools and Libraries,13912,Intermediate,Computer Science,English,0,1176,Si,49,No,edX
Lernen objekt-orientierter Programmierung,10657,Beginner,Computer Science,German,0,1008,Si,49,No,edX
Cybersecurity: The CISO's View,21507,Beginner,Computer Science,English,0,1008,Si,199,No,edX
Fundamentals of Java EE Development,10129,Intermediate,Computer Science,English,0,1176,Si,99,No,edX
"Instructional Design: Digital Media, New Tools and Technology",16419,Intermediate,Education & Teacher Training,English,0,1344,Si,299,No,edX
Molecular Biology – Part 3: RNA Processing and Translation,16520,Expert,Biology & Life Sciences,English,0,1344,Si,99,No,edX
Power and Responsibility: Doing Philosophy with Superheroes,8517,Beginner,Art & Culture,English,0,840,Si,49,No,edX
Aprendizaje automático y ciencia de datos,13994,Intermediate,Computer Science,Spanish,0,840,Si,50,No,edX
Sustainable Urban Freight Transport: A Global Perspective,7769,Beginner,Engineering,English,0,840,Si,50,No,edX
Técnicas Cuantitativas y Cualitativas para la Investigación,29885,Intermediate,Data Analysis & Statistics,Spanish,0,1008,Si,65,No,edX
Strategic Applications of IT Project & Program Management,17914,Beginner,Business & Management,English,0,1008,Si,199,No,edX
Advanced Bioconductor,26063,Expert,Data Analysis & Statistics,English,0,672,Si,149,No,edX
Análisis e interpretación de información económica y financiera,5891,Intermediate,Economics & Finance,Spanish,0,840,Si,49,No,edX
AWS IoT: Developing and Deploying an Internet of Things,8884,Intermediate,Computer Science,English,0,672,Si,99,No,edX
Embedded Systems - Shape The World: Multi-Threaded Interfacing,27814,Intermediate,Computer Science,English,0,1344,Si,49,No,edX
Hong Kong Cinema through a Global Lens | 全球化下的香港电影,12458,Beginner,Humanities,English,0,1008,Si,50,No,edX
Image Processing and Analysis for Life Scientists,8621,Intermediate,Data Analysis & Statistics,English,0,1176,Si,199,No,edX
La protección del menor,7654,Beginner,Law,Spanish,0,840,Si,49,No,edX
Globalization: Past and Future,10127,Beginner,History,English,0,672,Si,25,No,edX
Star Trek: Inspiring Culture and Technology,6521,Beginner,History,English,0,1176,Si,40,No,edX
Qué funciona en educación: políticas educativas basadas en evidencia,15701,Beginner,Education & Teacher Training,Spanish,0,1680,Si,25,No,edX
Tools for Academic Engagement in Public Policy,5035,Beginner,Communication,English,0,504,Si,199,No,edX
Theory of Change for Development,10736,Beginner,Social Sciences,English,0,1176,Si,199,No,edX
Natural Resources for Sustainable Development,9668,Intermediate,Energy & Earth Sciences,English,0,2016,Si,49,No,edX
Omnichannel Strategy and Management,15860,Intermediate,Business & Management,English,0,672,Si,99,No,edX
General Overview of Cannabis and the Industry’s Outlook and Professions,5048,Beginner,Environmental Studies,English,0,672,Si,199,No,edX
Amazon SageMaker: Simplifying Machine Learning Application Development,11765,Intermediate,Computer Science,English,0,672,Si,99,No,edX
Formulación y nomenclatura de compuestos químicos,12748,Beginner,Chemistry,Spanish,0,1008,Si,49,No,edX
Introducción a la factura electrónica,5829,Intermediate,Economics & Finance,Spanish,0,672,Si,49,No,edX
Demand and Supply Analytics,23585,Intermediate,Business & Management,English,0,2016,Si,249,No,edX
Advanced Algorithmics and Graph Theory with Python,13502,Intermediate,Computer Science,English,0,1008,Si,49,No,edX
Diagramas UML estructurales para la Ingeniería del Software,5820,Beginner,Computer Science,Spanish,0,840,Si,50,No,edX
"A-level Mathematics for Year 12 - Course 2: Calculus, Newton’s Laws and Hypothesis Testing",6232,Intermediate,Math,English,0,1176,Si,49,No,edX
Fundamentos de Mecánica para Ingeniería,14219,Beginner,Physics,Spanish,0,1008,Si,49,No,edX
Leadership and Management for PM Practitioners in IT,21949,Beginner,Business & Management,English,0,1008,Si,199,No,edX
Entrepreneurship 103: Show Me The Money,15184,Beginner,Business & Management,English,0,1680,Si,300,No,edX
Historia de la ética,9383,Beginner,Philosophy & Ethics,Spanish,0,1008,Si,29,No,edX
Radio para internet con Podcast: creación y conceptos básicos,6460,Beginner,Communication,Spanish,0,1008,Si,50,No,edX
Introducción a los circuitos eléctricos,11953,Intermediate,Electronics,Spanish,0,840,Si,49,No,edX
AP® Physics 1: Challenging Concepts,12145,Beginner,Physics,English,0,1344,Si,49,No,edX
Introduction to Java Programming – Part 2,71203,Beginner,Computer Science,English,0,840,Si,99,No,edX
AP® Macroeconomics,29433,Beginner,Economics & Finance,English,0,3024,Si,49,No,edX
Climate Change Education,12056,Beginner,Education & Teacher Training,English,0,1680,Si,25,No,edX
Applied Deep Learning Capstone Project,8429,Expert,Data Analysis & Statistics,English,0,840,Si,99,No,edX
FinTech Ethics and Risks,10696,Beginner,Economics & Finance,English,0,1008,Si,199,No,edX
User Experience (UX) Design: Human Factors and Culture in Design | 设计的人因与文化,23828,Expert,Engineering,English,0,1176,Si,139,No,edX
The Conquest of Space: Space Exploration and Rocket Science,19926,Beginner,Engineering,English,0,1176,Si,129,No,edX
What Works in Education: Evidence-Based Education Policies,5540,Beginner,Education & Teacher Training,English,0,1680,Si,25,No,edX
Electric Cars: Business,14199,Intermediate,Business & Management,English,0,672,Si,50,No,edX
Mechanics: Momentum and Energy,14846,Intermediate,Physics,English,0,2352,Si,49,No,edX
Co-Creating Sustainable Cities,12415,Expert,Social Sciences,English,0,1344,Si,49,No,edX
Introduction to Animal Ethics,6608,Beginner,Philosophy & Ethics,English,0,840,Si,49,No,edX
Grant Writing and Crowdfunding for Public Libraries,12853,Beginner,Humanities,English,0,672,Si,49,No,edX
Leading Ambitious Teaching and Learning,24273,Expert,Education & Teacher Training,English,0,1008,Si,199,No,edX
Introducción a la Estructura de la Materia,11859,Beginner,Chemistry,Spanish,0,672,Si,25,No,edX
"Batteries, Fuel Cells, and their Role in Modern Society",11865,Beginner,Science,English,0,1008,Si,49,No,edX
Communication Skills for Dialoguing Across Difference,60943,Beginner,Communication,English,0,168,Si,25,No,edX
Social Media: How Media Got Social,13616,Beginner,Communication,English,0,672,Si,139,No,edX
"Portfolio Management, Governance, & the PMO",17299,Beginner,Business & Management,English,0,1008,Si,199,No,edX
edX101: Overview of Creating an edX Course,22327,Beginner,Education & Teacher Training,English,0,168,Si,99,No,edX
Data Analysis for Decision Making,8342,Expert,Business & Management,English,0,1176,Si,214,No,edX
UML Class Diagrams for Software Engineering,33710,Beginner,Computer Science,English,0,504,Si,49,No,edX
Driving Digital Innovation through Experimentation,16904,Expert,Computer Science,English,0,1008,Si,399,No,edX
Compilation Basics for Macroeconomic Statistics,6570,Beginner,Data Analysis & Statistics,English,0,672,Si,25,No,edX
Seguridad Vial en América Latina y el Caribe: de la teoría a la acción,20189,Beginner,Engineering,Spanish,0,1680,Si,25,No,edX
From Fossil Resources to Biomass: A Chemistry Perspective,5464,Expert,Energy & Earth Sciences,English,0,840,Si,149,No,edX
System Dynamics for Health Sciences,15157,Intermediate,Medicine,English,0,1512,Si,139,No,edX
Introduction to Psychological Research Methods,17087,Beginner,Humanities,English,0,1176,Si,99,No,edX
Sustainable Packaging in a Circular Economy,6277,Intermediate,Design,English,0,1008,Si,50,No,edX
Design in Healthcare: Using Patient Journey Mapping,17946,Beginner,Design,English,0,1344,Si,129,No,edX
"Electronic, Optical, and Magnetic Properties of Materials",9717,Expert,Engineering,English,0,2520,Si,150,No,edX
La España del Quijote,13277,Beginner,History,Spanish,0,1176,Si,19,No,edX
Risk Management for Projects,22269,Beginner,Business & Management,English,0,840,Si,199,No,edX
Smithsonian’s Objects That Define America,9071,Beginner,Humanities,English,0,840,Si,50,No,edX
Creating Modern China: The Republican Period to the Present,43045,Beginner,History,English,0,2520,Si,139,No,edX
Discover Political Science,6573,Intermediate,Social Sciences,English,0,1680,Si,50,No,edX
Data Science: Inferential Thinking through Simulations,17505,Beginner,Computer Science,English,0,840,Si,199,No,edX
Programming for Data Science,41268,Beginner,Computer Science,English,0,1680,Si,199,No,edX
Sensor Fusion and Non-linear Filtering for Automotive Systems,9709,Expert,Engineering,English,0,1008,Si,299,No,edX
First Nights - Berlioz’s Symphonie Fantastique and Program Music in the 19th Century,8222,Beginner,Humanities,English,0,504,Si,49,No,edX
The Quantum Internet and Quantum Computers: How Will They Change the World?,15014,Beginner,Science,English,0,1008,Si,50,No,edX
Research Methods: An Engineering Approach,20444,Beginner,Engineering,English,0,1344,Si,169,No,edX
Idealismo filosófico y cosmovisiones: cómo hacer mundos con ideas,15349,Beginner,Philosophy & Ethics,Spanish,0,840,Si,49,No,edX
Rise to Leadership: Become a CEO,16719,Intermediate,Business & Management,English,0,672,Si,199,No,edX
Building a Cybersecurity Toolkit,23275,Beginner,Computer Science,English,0,1008,Si,199,No,edX
Life with Diabetes,12318,Beginner,Medicine,English,0,840,Si,139,No,edX
Human Reproduction,5517,Intermediate,Biology & Life Sciences,English,0,1008,Si,169,No,edX
Enabling Technologies for Data Science and Analytics: The Internet of Things,71290,Beginner,Computer Science,English,0,840,Si,99,No,edX
Astrophysics: Exploring Exoplanets,48539,Intermediate,Physics,English,0,1512,Si,50,No,edX
Diseño y Desarrollo de Recursos Multimedia para la Enseñanza Virtual,14266,Intermediate,Humanities,Spanish,0,672,Si,49,No,edX
Introduction to Cloud Foundry and Cloud Native Software Architecture,24444,Beginner,Computer Science,English,0,2352,Si,169,No,edX
The Supreme Court & American Politics,6216,Beginner,Law,English,0,1344,Si,29,No,edX
Inversión Extranjera como Motor del Desarrollo para América Latina y el Caribe,16423,Intermediate,Business & Management,Spanish,0,1680,Si,25,No,edX
Liderazgo en la empresa familiar,10969,Intermediate,Business & Management,Spanish,0,1008,Si,49,No,edX
Comparative Political Systems,6934,Beginner,Social Sciences,English,0,1008,Si,59,No,edX
Cloud Computing for Enterprises,27241,Intermediate,Computer Science,English,0,1344,Si,299,No,edX
Diversity and Social Justice in Social Work,11055,Expert,Social Sciences,English,0,1344,Si,199,No,edX
Public Library Marketing and Public Relations,7525,Beginner,Humanities,English,0,672,Si,49,No,edX
"Healthcare Finance, Economics and Risk",8006,Intermediate,Economics & Finance,English,0,840,Si,199,No,edX
Reacciones Químicas y Cálculos Estequiométricos,8907,Beginner,Chemistry,Spanish,0,1008,Si,49,No,edX
Seeking Women’s Rights: Colonial Period to the Civil War,5157,Intermediate,History,English,0,1680,Si,50,No,edX
VideoX: Creating Video for the edX Platform,12159,Beginner,Education & Teacher Training,English,0,336,Si,99,No,edX
Sustainable Development: The Post-Capitalist Order,7031,Beginner,Economics & Finance,English,0,1344,Si,49,No,edX
"Health Law, Policy, and Advocacy",6358,Intermediate,Law,English,0,840,Si,199,No,edX
Understanding Nuclear Energy,16015,Intermediate,Engineering,English,0,1008,Si,50,No,edX
Cómo Convertirse en un Líder Exitoso (Entrenamiento de Liderazgo Inclusivo),11431,Beginner,Business & Management,Spanish,0,672,Si,50,No,edX
AP® Calculus BC,8542,Beginner,Math,English,0,1848,Si,49,No,edX
Entrepreneurial Opportunities,27182,Beginner,Business & Management,English,0,840,Si,50,No,edX
Agua en América Latina: Abundancia en medio de la escasez mundial,38581,Beginner,Environmental Studies,Spanish,0,1680,Si,25,No,edX
Understanding Political Concepts,7421,Beginner,Social Sciences,English,0,1008,Si,59,No,edX
How to Code: Complex Data,34190,Beginner,Computer Science,English,0,1008,Si,125,No,edX
Hypersonics – from Shock Waves to Scramjets,19043,Expert,Engineering,English,0,672,Si,99,No,edX
Micro and Nanofabrication (MEMS),16094,Expert,Engineering,English,0,1176,Si,199,No,edX
Scientific Methods and Research,7501,Intermediate,Science,English,0,840,Si,49,No,edX
Customer Centric Marketing for Entrepreneurs,14003,Intermediate,Business & Management,English,0,672,Si,149,No,edX
Dog Behavior: Problems and Solutions,16467,Intermediate,Social Sciences,English,0,504,Si,169,No,edX
The Business of Mining,20406,Beginner,Business & Management,English,0,672,Si,139,No,edX
"Social Work Practice in Community Organization, Management and Policy/Evaluation",9522,Expert,Social Sciences,English,0,1344,Si,199,No,edX
Understanding the Australian Health Care System,8343,Beginner,Medicine,English,0,1512,Si,59,No,edX
Age of Sustainable Development,10019,Intermediate,Social Sciences,English,0,2352,Si,49,No,edX
Multi-Object Tracking for Automotive Systems,8581,Expert,Engineering,English,0,1680,Si,249,No,edX
Strategic Leadership in Healthcare,6237,Intermediate,Business & Management,English,0,840,Si,199,No,edX
Terrorism and Counterterrorism: An Introduction,14128,Beginner,Humanities,English,0,504,Si,49,No,edX
Exploring Psychology's Core Concepts|走进心理学,5741,Beginner,Social Sciences,English,0,1008,Si,139,No,edX
Creating Virtual Reality (VR) Apps,22349,Intermediate,Computer Science,English,0,1008,Si,99,No,edX
Dynamics and Control,27763,Beginner,Engineering,English,0,1008,Si,50,No,edX
Finding Your Cybersecurity Career Path,19283,Beginner,Computer Science,English,0,1008,Si,199,No,edX
Introducción a la caligrafía y paleografía en archivos hispanos medievales y modernos,12674,Beginner,Humanities,Spanish,0,1008,Si,29,No,edX
Mechanics: Rotational Dynamics,13183,Intermediate,Physics,English,0,2016,Si,49,No,edX
Liderazgo orientado al florecimiento humano,7911,Beginner,Business & Management,Spanish,0,672,Si,149,No,edX
Software Construction: Object-Oriented Design,23100,Intermediate,Computer Science,English,0,1008,Si,125,No,edX
The Civil War and Reconstruction - 1861 - 1865: A New Birth of Freedom,17941,Beginner,History,English,0,2016,Si,50,No,edX
Designing and Leading Learning Systems,11895,Expert,Education & Teacher Training,English,0,1344,Si,199,No,edX
How the U.S. Government Works & How to Get Involved,5930,Beginner,Social Sciences,English,0,1008,Si,49,No,edX
Inspiring and Motivating Arts and Culture Teams,10817,Beginner,Business & Management,English,0,840,Si,49,No,edX
A System View of Communications: From Signals to Packets (Part 1),34261,Beginner,Computer Science,English,0,1176,Si,60,No,edX
"Invasions, Rebellions, and the Fall of Imperial China",41537,Beginner,History,English,0,2520,Si,139,No,edX
AP® English Literature & Composition – Part 3: Plays,6443,Beginner,Humanities,English,0,1176,Si,49,No,edX
Cómo implantar grupos de mejora de procesos,28100,Beginner,Business & Management,Spanish,0,1344,Si,150,No,edX
Proteins: Biology's Workforce,25893,Intermediate,Biology & Life Sciences,English,0,840,Si,169,No,edX
Introducción a los ritmos y relojes biológicos,6149,Beginner,Science,Spanish,0,672,Si,50,No,edX
"Fundamentals of Biomedical Imaging: Ultrasounds, X-ray, positron emission tomography (PET) and applications",10205,Expert,Engineering,English,0,1176,Si,169,No,edX
Fundamentos de Electromagnetismo para Ingeniería,15040,Beginner,Physics,Spanish,0,1176,Si,49,No,edX
Sustainable Food Systems: A Mediterranean Perspective,6480,Intermediate,Food & Nutrition,English,0,1680,Si,49,No,edX
Using GPUs to Scale and Speed-up Deep Learning,9294,Intermediate,Data Analysis & Statistics,English,0,840,Si,99,No,edX
StudioX: Creating a Course with edX Studio,20355,Beginner,Education & Teacher Training,English,0,504,Si,99,No,edX
Introducción a las ondas gravitacionales,8657,Beginner,Science,Spanish,0,672,Si,50,No,edX
Global China: From the Mongols to the Ming,41902,Beginner,History,English,0,2520,Si,139,No,edX
